|['rest la soon we’ll be back at it. #dorothychandlerpavilion ginnigabu #sunset #sunsets #lockdown #corona #socialdistancing #emptystreets #overpass #traffic #emptystreet #empty #downtown #downtownla #citystreets… https://t.co/311chuglro']|
|['getting out of the house and exercising. praying and missing our city. @foxandfriends  foxnews #covid #corona #exercise #scooting #love #socialdistancing @ long island, ny https://t.co/wkn0u4ldmr']|
|['#picturepeoria2020 :: day 14 :: old ::  now *here* is something old. and that smith-corona’s no spring chicken either. #old #typewriter  📸: rachel_bean_photography @ peoria, illinois https://t.co/ecfj82qqcs']|
|['unfortunately because of the corona virus  quarantine and social distancing we will not be having our regular service this month. but we will host a praise party with @jijisweet live on facebook and… https://t.co/gv5xczypg3']|
|['men working hard last few days preparing for the unknown future of the sport they love. proud of all these young men taking the initiative during the times we find ourselves in. #work #corona #sot #proud @ kingwood,… https://t.co/zmmgrkzhgc']|
|['#cars #trees #corona @ west hartford, connecticut https://t.co/doio2qsaxh']|
|['corona ca tue apr 14th pm forecast: tonight mostly clear lo 49 wednesday mostly sunny hi 78']|
['templower.csv']
|['new #addiction ... #nintendoswitch #lite #whatidowhenimbored #gamer #oldschool #pandemicpreparedness @ corona, california https://t.co/iclwohoter']|
|['ladies come on over to my 🏠 😏 but wait until this corona shit overwit tho cuz y’all always want to touch a nigga face and shit and it’s hard enough sometimes just tryna get y’all muthafukas to wash your hands 😂😂😂🤣🤣… https://t.co/5aotrcmyfi']|
|['#new #heat 🔥🔥 #otw #movie\r\n#gm #get #money #lurking #trap #art #nyc #brooklyn #rap #culture #stealth #health #wealth #corona #virus #k #theubershoppe #daveshouseofthrill #hiphop #tunnel #vision @ new york, new york https://t.co/stzto3byfr']|
|['mississippi barber dies from covid-19 since he refuse to stop shaving his client despite the lock down stay safe corona virus is real! \r\n#covid19 #coronavirus @ mississippi city, mississippi https://t.co/96m6ub2ro2']|
|['🔥 #flamespitter 🐉 • 🚫#corona 😷 @ cleveland, ohio https://t.co/5znjfgtc8z']|
|['🇺🇸 us\r\n\r\n10 day forecast of 49,572 dead. this wave may last ~136 days and see 10,219,483 cases and 143,073 deaths. cases double every 8.2 days.\r\n\r\n📈: https://t.co/7ii8tovtor\r\n\r\n🕗 14/04 #covidus\r\n\r\n3/4']|
|['yt: https://t.co/qt34ypskyk\r\nnew video dropping today, #2 from my goodbye #beard rant series\r\n#economy #economics #dolphins #whales #corona #mask #facemask @ washington d.c. https://t.co/5ynk9ia0rn']|
|['even though corona has a different meaning to me now. what you start you must finish. @ exeter twp https://t.co/blfmrfzawg']|
|['even royalty is bored these days. #djslim #staysafe #stayhome #newbeard #hotdad #hotdjs #model #producer #trending #hot #corona @ pensacola, florida https://t.co/jkhvubo5xd']|
|['back 4 nuther corona week! (@ linden yard fleet operations in brooklyn, ny) https://t.co/znls0jlw2s']|
